TotalScore,YearValue,WeekValue
9,2012,37
2,2012,41
9,2012,45
7,2012,48
1,2012,50
13,2013,13
4,2013,37
3,2013,47
7,2013,48
5,2013,50
3,2014,1
55,2014,2
3,2014,6
5,2014,7
4,2014,8
1,2014,10
90,2014,12
1,2014,13
235,2014,14
2,2014,15
9,2014,16
46,2014,17
24,2014,18
2,2014,19
189,2014,20
2,2014,21
7,2014,22
2,2014,24
46,2014,26
3,2014,27
6,2014,28
6,2014,31
176,2014,32
3,2014,33
2,2014,34
1,2014,35
7,2014,40
