"id","by","kids","score","time","title","type","url","createdAt","updatedAt"
8443752,"disapproval","[\"8445840\",\"8444047\",\"8443996\"]",6,1413070954,"Ask HN: Solving a founder dispute in a successful bootstrapped startup?","story","","2014-10-23 05:30:31","2014-10-23 05:30:31"
