id,by,kids,score,time,title,type,url,createdAt,updatedAt
7979921,_pius,[7980512,7980478,7980471,7980178,7981468,7980690,7980125,7981424,7980439,7980032,7981087,7980703,7981471,7990057,7984254,7980597,7980091,7980277,7984100,7980154,7980979,7982553,7982023,7980721,7981320,7982151],407,1404337112,Moving Atom to React,story,http://blog.atom.io/2014/07/02/moving-atom-to-react.html,2014-10-23 05:30:32,2014-10-23 05:30:32
6571125,joombar,[6571799,6574344,6571315,6571389,6572590,6572328,6577017,6571320,6571405,6571448,6576700,6571626,6571326,6571800,6571526,6571429,6571673,6571587,6572301,6571386,6572544,6573604,6574490],361,1382101617,Oboe.js: reacting to Ajax/Rest quicker by not waiting for it to finish,story,https://github.com/jimhigson/oboe.js,2014-10-24 05:10:31,2014-10-24 05:10:31
7906139,trevoragilbert,[7906687,7906657,7906777,7906384,7906729,7906742,7907200,7906902,7906843,7907757],262,1403030454,Om Sweet Om: functional front-end engineering with ClojureScript and React,story,http://blog.getprismatic.com/om-sweet-om-high-functional-frontend-engineering-with-clojurescript-and-react/,2014-10-23 05:30:32,2014-10-23 05:30:32
7111049,julien,[7111577,7111264,7112786,7111465,7111714,7111801,7113423,7113900,7111425,7115445,7112337,7112168,7111265,7111766,7113001,7111173,7114282],233,1390509638,React: Finally, a great server/client web stack,story,http://eflorenzano.com/blog/2013/01/23/react-finally-server-client/,2014-10-24 05:10:29,2014-10-24 05:10:29
6994945,mercer,[6995076,6995426,6995278,6995004,6996434,6995219,6995216,6995231,6995237,6995124,6999373,6995707,6995672,6997710,6995738],213,1388582776,React: Another Level of Indirection,story,http://www.lispcast.com/react-another-level-of-indirection,2014-10-24 05:10:29,2014-10-24 05:10:29
8050144,spicyj,[8051787,8050649,8050242,8052816,8051461,8051094,8053458,8053083,8052620,8050440,8050387,8050797,8054455,8053067,8051308,8051345],208,1405630620,React v0.11,story,http://facebook.github.io/react/blog/2014/07/17/react-v0.11.html,2014-10-23 05:30:32,2014-10-23 05:30:32
7698403,mpereira,[7700831,7698717,7700195,7698984,7699239,7701801,7699060,7698749,7703329,7700130,7702101,7703128,7700389,7699835,7701995,7700522,7700279,7698696],200,1399296325,The Case for React.js and ClojureScript,story,http://murilopereira.com/the-case-for-reactjs-and-clojurescript,2014-10-23 05:30:33,2014-10-23 05:30:33
8267148,tipex,[8267368,8267267,8267512,8267714,8268158,8268030,8267208,8268794,8267186,8267199,8267283,8267177],191,1409816360,React Components,story,http://react-components.com/,2014-10-23 05:30:31,2014-10-23 05:30:31
7570990,mblakele,[7571189,7571255,7571808,7572923,7571810,7571313,7571899,7571778,7572019,7571453,7571177,7571758],176,1397184731,Thorium reactors: Asgard’s fire,story,http://www.economist.com/news/science-and-technology/21600656-thorium-element-named-after-norse-god-thunder-may-soon-contribute,2014-10-23 05:30:34,2014-10-23 05:30:34
7956304,harrisonweber,[7956673,7957247,7956553,7956820,7957328,7957325,7958614,7957736,7957611,7957079,7957963,7960786,7956643,7957225,7958215,7957038,7956650,7956857,7956839,7956655,7956680],158,1403903204,Top designers react to Google’s new ‘Material’ design language,story,http://venturebeat.com/2014/06/27/top-designers-react-to-googles-new-material-design-language/,2014-10-23 05:30:32,2014-10-23 05:30:32
7190481,ch_123,[7190880,7191025,7191473,7190806,7193313,7194370,7192289,7193236,7192423,7193793,7192416],157,1391696524,ReactOS 0.3.16 released,story,http://www.reactos.org/node/772,2014-10-24 05:10:29,2014-10-24 05:10:29
