id,by,kids,score,time,title,type,url,createdAt,updatedAt
8178450,gwintrob,[8178677,8178647,8178928,8178843,8178993,8178625,8178691,8178719,8180534,8178642,8178763,8178829,8179706,8179116,8179978,8178983,8178527,8178883,8182474,8179955,8178663,8178700,8179398,8182949,8178596,8179146,8181434,8178553,8178766,8178574],380,1408036097,Y Combinator And Mithril Invest In Helion, A Nuclear Fusion Startup,story,http://techcrunch.com/2014/08/14/y-combinator-and-mithril-invest-in-helion-a-nuclear-fusion-startup/,2014-10-23 05:30:32,2014-10-23 05:30:32
7699104,Yakulu,NULL,5,1399303851,Mithril : lessons learned from AngularJS,story,http://lhorie.github.io/mithril-blog/lessons-learned-from-angular.html,2014-10-23 05:30:33,2014-10-23 05:30:33
7744589,jdnier,[7744641],4,1400085170,Removing User Interface Complexity, or Why [Mithril] is [even more] Awesome,story,http://lhorie.github.io/mithril-blog/an-exercise-in-awesomeness.html,2014-10-23 05:30:33,2014-10-23 05:30:33
7660947,lhorie,NULL,2,1398702119,Angular VS Knockout VS Ember VS React VS Mithril JsPerf,story,http://jsperf.com/angular-vs-knockout-vs-ember/292,2014-10-23 05:30:33,2014-10-23 05:30:33
7591922,lhorie,NULL,2,1397571513,Building a Seinfeld app with Mithril.js,story,http://lhorie.github.io/mithril-blog/building-a-seinfeld-app.html,2014-10-23 05:30:33,2014-10-23 05:30:33
7443639,orkj,NULL,2,1395424308,Show HN: Kyll-thrill. Jekyll+mithril = 5KB/1 HTTP request blog tool.,story,http://eiriksm.github.io/kyll-thrill/#/blog/2014/03/21/introducing-kyll-thrill,2014-10-24 05:10:28,2014-10-24 05:10:28
8178811,dsil,NULL,1,1408039547,Y Combinator And Mithril Invest In Helion (YC S14), A Nuclear Fusion Startup,story,http://blog.ycombinator.com/y-combinator-and-mithril-invest-in-helion-yc-s14-a-nuclear-fusion-startup,2014-10-23 05:30:32,2014-10-23 05:30:32
7426603,jpmonette,NULL,1,1395198720,Mithril TodoMVC Example (JavaScript MVC Framework),story,https://github.com/jpmonette/todomvc-mithril,2014-10-24 05:10:28,2014-10-24 05:10:28
